"borrowing","lang","context","newspaper","url","date","section","start_token","end_token"
"app","ENG","españoles con una app tras el confinamiento","elconfidencial","https://www.elconfidencial.com/espana/2020-04-19/pedro-sanchez-sexta-conferencia-presidentes-liquidez_2555840/","Sunday, 19 April 2020 11:20:00 +0200",,,
"app","ENG","españoles con una app tras el confinamiento","elconfidencial","https://www.elconfidencial.com/tecnologia/2020-04-19/app-contact-tracing-rastreo-contactos-pepp-dp3t-google-apple_2553255/","Sunday, 19 April 2020 10:56:00 +0200",,,
"app","ENG",". Una: una app de autodiagnóstico que han","eldiario","https://www.eldiario.es/madrid/necesitaran-atencion-Madrid-comunidad-castigada_0_1018748800.html","Monday, 20 April 2020 21:57:22 +0200",,,
"app","ENG",". Y la cuestión de la app no será objeto de un debate","elmundo","https://www.elmundo.es/internacional/2020/04/26/5ea59b8f21efa071608b45cb.html","Sunday, 26 April 2020 16:58:56 +0200",,,
"app","ENG","datos de las app y las emisoras","elconfidencial","https://www.elconfidencial.com/espana/2020-04-19/el-taxi-se-hunde-un-87-3-en-la-pandemia-ya-tiene-informe-oficial-para-pedir-ayudas_2555927/","Sunday, 19 April 2020 22:34:00 +0200",,,
"app","ENG",", asegura O sobre la app francesa, que será voluntaria","eldiario","https://www.eldiario.es/tecnologia/confianza-importante-Alemania-tecnologia-post-confinameinto_0_1021198049.html","Monday, 27 April 2020 22:05:45 +0200",,,
"app","ENG","los países europeos. Una app de rastreo de contagios parece","elpais","https://elpais.com/tecnologia/2020-04-23/francia-pide-a-apple-y-google-que-limiten-la-privacidad-de-los-usuarios-para-crear-su-app-de-rastreo.html","Friday, 24 April 2020 08:20:04 +0000",,,
"app","ENG","que se bajase una app oficial del Gobierno para","elmundo","https://www.elmundo.es/tecnologia/2020/04/21/5e9e2abcfdddff6a4e8b45d9.html","Tuesday, 21 April 2020 02:42:54 +0200",,,
"app","ENG","Y descárgate alguna app . El investigador","elpais","https://elpais.com/elpais/2020/04/16/buenavida/1587047274_844901.html","Sunday, 19 April 2020 09:52:17 +0000",,,
"app","ENG","que se descarguen una app para rastrear contagios.","elpais","https://elpais.com/tecnologia/2020-04-19/el-peligro-de-las-apps-la-generalitat-emplea-una-empresa-de-marketing-en-su-aplicacion-contra-el-coronavirus.html","Sunday, 19 April 2020 22:30:43 +0000",,,
"app","ENG","de Apple no permiten que una app que no esté activa use el","elpais","https://elpais.com/tecnologia/2020-04-23/francia-pide-a-apple-y-google-que-limiten-la-privacidad-de-los-usuarios-para-crear-su-app-de-rastreo.html","Thursday, 23 April 2020 22:33:29 +0000",,,
"app","ENG","Estamos ultimando una app  que podría resultar","elpais","https://elpais.com/sociedad/2020-04-19/habra-que-atender-la-salud-mental-de-la-gente-en-todos-los-sitios-trabajo-colegios-centros-sociales.html","Monday, 20 April 2020 08:27:45 +0000",,,
"app","ENG","de catalanes. La app incluye también código por","elpais","https://elpais.com/tecnologia/2020-04-19/el-peligro-de-las-apps-la-generalitat-emplea-una-empresa-de-marketing-en-su-aplicacion-contra-el-coronavirus.html","Sunday, 19 April 2020 22:30:43 +0000",,,
"app","ENG","los usuarios para crear su app de rastreo. La salida","elpais","https://elpais.com/tecnologia/2020-04-23/francia-pide-a-apple-y-google-que-limiten-la-privacidad-de-los-usuarios-para-crear-su-app-de-rastreo.html","Friday, 24 April 2020 08:20:04 +0000",,,
"app","ENG","europea sobre qué tipo de app se impondrá. También hay","elpais","https://elpais.com/tecnologia/2020-04-23/francia-pide-a-apple-y-google-que-limiten-la-privacidad-de-los-usuarios-para-crear-su-app-de-rastreo.html","Friday, 24 April 2020 08:20:04 +0000",,,
"app","ENG","de contagios a través de una app de rastreo como parte de las","eldiario","https://www.eldiario.es/tecnologia/confianza-importante-Alemania-tecnologia-post-confinameinto_0_1021198049.html","Monday, 27 April 2020 22:05:45 +0200",,,
"app","ENG","y su proyecto piloto con una app en este sentido empezará este jueves","eldiario","https://www.eldiario.es/tecnologia/confianza-importante-Alemania-tecnologia-post-confinameinto_0_1021198049.html","Monday, 27 April 2020 22:05:45 +0200",,,
"app","ENG","europeo.  La app CoronaMadrid y la del","elpais","https://elpais.com/tecnologia/2020-04-19/el-peligro-de-las-apps-la-generalitat-emplea-una-empresa-de-marketing-en-su-aplicacion-contra-el-coronavirus.html","Sunday, 19 April 2020 22:30:43 +0000",,,
"app","ENG","de descargas de la app. El permiso de","elpais","https://elpais.com/tecnologia/2020-04-19/el-peligro-de-las-apps-la-generalitat-emplea-una-empresa-de-marketing-en-su-aplicacion-contra-el-coronavirus.html","Sunday, 19 April 2020 22:30:43 +0000",,,
"app","ENG","rápido por la app y no te","elconfidencial","https://www.elconfidencial.com/tecnologia/2020-04-20/zoom-videollamada-guia-segura-eficiente-app_2554116/","Monday, 20 April 2020 10:25:00 +0200",,,
"app","ENG","más de 17.000 familias y la app llegó al primer puesto de su","elpais","https://retina.elpais.com/retina/2020/04/30/innovacion/1588247602_330576.html","Thursday, 30 April 2020 17:29:32 +0000",,,
"app","ENG","explorar a fondo una app y explicar en un","elpais","https://retina.elpais.com/retina/2020/04/22/talento/1587558189_257626.html","Wednesday, 22 April 2020 17:56:45 +0000",,,
"app","ENG","Zoom es la «app» más popular para","abc","https://www.abc.es/tecnologia/moviles/aplicaciones/abci-amor-tiempos-pandemia-nueva-york-reconoce-bodas-videoconferencia-202004220158_noticia.html","Wednesday, 22 April 2020 01:58:41 +0200",,,
"app","ENG","de Emmanuel Macron ha retirado la app del plan de votación. El","eldiario","https://www.eldiario.es/tecnologia/confianza-importante-Alemania-tecnologia-post-confinameinto_0_1021198049.html","Monday, 27 April 2020 22:05:45 +0200",,,
"app","ENG","deberán disponer de la app de Cabify, con","elmundo","https://www.elmundo.es/motor/2020/04/21/5e9eb4aafdddffa5128b45e8.html","Tuesday, 21 April 2020 12:43:51 +0200",,,
"app","ENG","del coronavirus, la app de Hemsworth ha apostado","elmundo","https://www.elmundo.es/vida-sana/cuerpo/2020/04/23/5ea04069fdddffae0d8b461a.html","Thursday, 23 April 2020 01:56:19 +0200",,,
"app","ENG",", mediante una app.","elconfidencial","https://www.elconfidencial.com/tecnologia/ciencia/2020-04-19/neira-oms-desconfinamiento-de-ninos-coronavirus_2555784/","Sunday, 19 April 2020 10:25:00 +0200",,,
"app","ENG","G.Cid El bulo sobre la app de mensajería ha campado a","elconfidencial","https://www.elconfidencial.com/tecnologia/2020-04-27/whatsapp-reenvio-fotos-videos-virales_2567899/","Monday, 27 April 2020 13:05:00 +0200",,,
"app","ENG","reservar en una app para ponerse al","elpais","https://elpais.com/sociedad/2020/04/17/actualidad/1587111658_050021.html","Monday, 20 April 2020 09:55:30 +0000",,,
"app","ENG","gobierno balear anula la app de seguimiento del coronavirus","elmundo","https://www.elmundo.es/ciencia-y-salud/salud/2020/04/22/5e9fe801fc6c83b4168b4639.html","Thursday, 23 April 2020 07:47:54 +0200",,,
"app","ENG","si no tenemos, podemos bajarnos app de brújulas en nuestro móvil)","abc","https://www.abc.es/familia/supersanos/abci-actividades-y-juegos-para-estos-dias-confinamiento-casa-coronavirus-202004050201_noticia.html","Sunday, 05 April 2020","estilo de vida","702","703"
"app","ENG","de los noruegos se descarga una app contra el coronavirus pese a las","elpais","https://elpais.com/tecnologia/2020-04-27/la-nueva-app-de-noruega-para-rastrear-el-coronavirus-no-gusta-a-los-expertos.html","Monday, 27 April 2020 22:31:41 +0000",,,
"app","ENG","grupos de libre acceso en esta app convocan en los últimos días protestas","eldiario","https://www.eldiario.es/politica/anticonfinamiento-Telegram-Nino-Bravo-Policia_0_1021898712.html","Wednesday, 29 April 2020 22:01:57 +0200",,,
"app","ENG","de los noruegos se descarga una app contra la covid-19 pese a las","elpais","https://elpais.com/tecnologia/2020-04-27/la-nueva-app-de-noruega-para-rastrear-el-coronavirus-no-gusta-a-los-expertos.html","Tuesday, 28 April 2020 13:57:41 +0000",,,
"app","ENG",", tener una app lista a comienzos","elconfidencial","https://www.elconfidencial.com/tecnologia/2020-04-19/app-contact-tracing-rastreo-contactos-pepp-dp3t-google-apple_2553255/","Sunday, 19 April 2020 10:56:00 +0200",,,
"app","ENG","ha creado ya su app similar a la usada","elpais","https://elpais.com/tecnologia/2020-04-20/la-guerra-de-la-app-de-rastreo-del-virus-investigadores-y-gobiernos-europeos-compiten-por-su-opcion.html","Monday, 20 April 2020 20:45:57 +0000",,,
"app","ENG","–solo pueden activarlo cuando la app está en uso en pantalla,","eldiario","https://www.eldiario.es/tecnologia/confianza-importante-Alemania-tecnologia-post-confinameinto_0_1021198049.html","Monday, 27 April 2020 22:05:45 +0200",,,
"app","ENG","de los usuarios para crear su app de rastreo. La salida del","elpais","https://elpais.com/tecnologia/2020-04-23/francia-pide-a-apple-y-google-que-limiten-la-privacidad-de-los-usuarios-para-crear-su-app-de-rastreo.html","Thursday, 23 April 2020 22:33:29 +0000",,,
"app","ENG","StopCovid19, la primera app de autodiagnóstico de Covid19","elpais","https://elpais.com/tecnologia/2020-04-19/el-peligro-de-las-apps-la-generalitat-emplea-una-empresa-de-marketing-en-su-aplicacion-contra-el-coronavirus.html","Sunday, 19 April 2020 22:30:43 +0000",,,
"app","ENG","StopCovid19, la primera app de autodiagnóstico de la","elpais","https://elpais.com/tecnologia/2020-04-19/el-peligro-de-las-apps-la-generalitat-emplea-una-empresa-de-marketing-en-su-aplicacion-contra-el-coronavirus.html","Monday, 20 April 2020 16:02:02 +0000",,,
"app","ENG","no a una app de rastreo de","elconfidencial","https://www.elconfidencial.com/tecnologia/2020-04-19/app-contact-tracing-rastreo-contactos-pepp-dp3t-google-apple_2553255/","Sunday, 19 April 2020 10:56:00 +0200",,,
"app","ENG","sucursales, oficina internet, app, atención telefónica, ","elconfidencial","https://www.elconfidencial.com/empresas/2020-04-27/bankia-medidas-clientes-covid-19-bra_2538332/","Monday, 27 April 2020 05:00:00 +0200",,,
"app","ENG","de privacidad de la app no advierte de la","elpais","https://elpais.com/tecnologia/2020-04-19/el-peligro-de-las-apps-la-generalitat-emplea-una-empresa-de-marketing-en-su-aplicacion-contra-el-coronavirus.html","Sunday, 19 April 2020 22:30:43 +0000",,,
"app","ENG",". . Rooms no necesitara ninguna app específica, se podrá acceder","elpais","https://elpais.com/tecnologia/2020-04-24/facebook-presenta-rooms-una-aplicacion-para-competir-con-zoom.html","Friday, 24 April 2020 19:48:13 +0000",,,
"app","ENG","a través de la app Hi Score Science.","elpais","https://verne.elpais.com/verne/2020/04/17/articulo/1587134864_440387.html","Sunday, 19 April 2020 15:01:37 +0000",,,
"app","ENG","a través de la app y la web con","elconfidencial","https://www.elconfidencial.com/empresas/2020-04-21/coronavirus-mapfre-ayuda-35millones-familia-empleo_2559088/","Tuesday, 21 April 2020 13:20:00 +0200",,,
"app","ENG","a través de la citada a app de mensajería es conocido por sus","elmundo","https://www.elmundo.es/tecnologia/2020/04/28/5ea72d93fdddff3d598b4663.html","Tuesday, 28 April 2020 01:21:27 +0200",,,
"app","ENG","Halle Berry vuelve a lanzar una app de vida sana para competir con","elconfidencial","https://www.vanitatis.elconfidencial.com/estilo/belleza/2020-04-27/halle-berry-comunidad-belleza-respin-vida-saludable_2559644/","Monday, 27 April 2020 05:00:00 +0200",,,
"app","ENG","nos lees desde la app de EL PAÍS y","elpais","https://verne.elpais.com/verne/2020/04/16/articulo/1587035281_288986.html","Wednesday, 22 April 2020 10:44:18 +0000",,,
"app","ENG",". Además, la app permite realizar consultas para","elconfidencial","https://www.elconfidencial.com/empresas/2020-04-21/coronavirus-mapfre-ayuda-35millones-familia-empleo_2559088/","Tuesday, 21 April 2020 13:20:00 +0200",,,
"app","ENG","el virus?. . Una app sanitaria, bueno, no","elpais","https://elpais.com/gente/2020-04-25/esteban-gonzalez-ponsvoy-a-ser-un-viejo-hippie.html","Saturday, 25 April 2020 22:28:27 +0000",,,
"app","ENG","advertirá para que descargue la app correspondiente y siga los consejos","elpais","https://elpais.com/tecnologia/2020-04-24/apple-y-google-permitiran-que-su-sistema-de-rastreo-funcione-sin-que-los-usuarios-descarguen-una-app.html","Friday, 24 April 2020 16:38:51 +0000",,,
"app","ENG","medio de la web y la app próximamente. Además, PagoFX se","elconfidencial","https://www.elconfidencial.com/empresas/2020-04-27/santander-100-millones-coronavirus-solidaridad_2568747/","Monday, 27 April 2020 17:40:00 +0200",,,
"app","ENG","iba a haber una app de rastreo de contagios","elpais","https://elpais.com/tecnologia/2020-04-20/la-guerra-de-la-app-de-rastreo-del-virus-investigadores-y-gobiernos-europeos-compiten-por-su-opcion.html","Monday, 20 April 2020 20:45:57 +0000",,,
"app","ENG","debe adjuntar una imagen de la app oficial del evento en su dispositivo","abc","https://www.abc.es/espana/madrid/abci-maraton-madrid-corre-casa-hasta-3-mayo-202004270028_noticia.html","Monday, 27 April 2020 00:28:55 +0200",,,
"app","ENG","imprescindible para usar la app. Ninguna otra app","elpais","https://elpais.com/tecnologia/2020-04-19/el-peligro-de-las-apps-la-generalitat-emplea-una-empresa-de-marketing-en-su-aplicacion-contra-el-coronavirus.html","Sunday, 19 April 2020 22:30:43 +0000",,,
"app","ENG","sin síntomas. Esta app permitiría saber con quién","elpais","https://elpais.com/tecnologia/2020-04-20/la-guerra-de-la-app-de-rastreo-del-virus-investigadores-y-gobiernos-europeos-compiten-por-su-opcion.html","Monday, 20 April 2020 20:45:57 +0000",,,
"app","ENG","Alemania con una app de rastreo de","elconfidencial","https://www.elconfidencial.com/tecnologia/2020-04-19/app-contact-tracing-rastreo-contactos-pepp-dp3t-google-apple_2553255/","Sunday, 19 April 2020 10:56:00 +0200",,,
"app","ENG","del uso de esta app sea positivo. Esto","elpais","https://elpais.com/tecnologia/2020-04-20/la-guerra-de-la-app-de-rastreo-del-virus-investigadores-y-gobiernos-europeos-compiten-por-su-opcion.html","Monday, 20 April 2020 20:45:57 +0000",,,
"app","ENG","través de la «app», identificando el","abc","https://www.abc.es/tecnologia/moviles/aplicaciones/abci-nueva-estafa-whatsapp-delincuentes-hacen-pasar-policias-para-robar-datos-202004220158_noticia.html","Wednesday, 22 April 2020 01:58:56 +0200",,,
"app","ENG","información en una «app» de las instituciones","abc","https://www.abc.es/tecnologia/redes/abci-francia-pide-google-y-apple-faciliten-trabajo-contra-coronavirus-202004211907_noticia.html","Tuesday, 21 April 2020 19:07:45 +0200",,,
"app","ENG","través de la app porque, según","elconfidencial","https://www.elconfidencial.com/tecnologia/2020-04-21/estafa-whatsapp-agentes-policia_2559391/","Tuesday, 21 April 2020 14:13:00 +0200",,,
"app","ENG","otras regiones  La app catalana no es la","elpais","https://elpais.com/tecnologia/2020-04-19/el-peligro-de-las-apps-la-generalitat-emplea-una-empresa-de-marketing-en-su-aplicacion-contra-el-coronavirus.html","Sunday, 19 April 2020 22:30:43 +0000",,,
"app","ENG","troleos, desde la app móvil puedes restringir el","elconfidencial","https://www.elconfidencial.com/tecnologia/2020-04-20/zoom-videollamada-guia-segura-eficiente-app_2554116/","Monday, 20 April 2020 10:25:00 +0200",,,
"app","ENG","otro país. La app nacional llegó días más","elpais","https://elpais.com/tecnologia/2020-04-19/el-peligro-de-las-apps-la-generalitat-emplea-una-empresa-de-marketing-en-su-aplicacion-contra-el-coronavirus.html","Sunday, 19 April 2020 22:30:43 +0000",,,
"app","ENG","negativos deliberados sobre la app DingTalk, relegándola a","eldiario","https://www.eldiario.es/tecnologia/Estudiantes-deciden-comparten-Tik-Tok_0_1016998560.html","Sunday, 19 April 2020 20:30:26 +0200",,,
"app","ENG","aplicación de Instagram desde la «app». 2.- Accede a tu","abc","https://www.abc.es/tecnologia/consultorio/abci-como-borrar-cuenta-instagram-pero-conservando-fotos-202004290154_noticia.html","Wednesday, 29 April 2020 01:54:31 +0200",,,
"app","ENG","desempolvar la bici. La app admite la integración de sensores","elpais","https://retina.elpais.com/retina/2020/04/27/innovacion/1588012051_150673.html","Monday, 27 April 2020 19:10:42 +0000",,,
"app","ENG","app.  La app StopCovid19 manda información a","elpais","https://elpais.com/tecnologia/2020-04-19/el-peligro-de-las-apps-la-generalitat-emplea-una-empresa-de-marketing-en-su-aplicacion-contra-el-coronavirus.html","Sunday, 19 April 2020 22:30:43 +0000",,,
"app","ENG","app. Ninguna otra app contra la Covid-19 de","elpais","https://elpais.com/tecnologia/2020-04-19/el-peligro-de-las-apps-la-generalitat-emplea-una-empresa-de-marketing-en-su-aplicacion-contra-el-coronavirus.html","Sunday, 19 April 2020 22:30:43 +0000",,,
"app","ENG","intención de Beabloo es crear una app de realidad aumentada que permita ver","elpais","https://elpais.com/tecnologia/2020-05-01/tiene-38-no-puede-entrar-a-la-tienda-llega-la-toma-de-temperatura-contra-la-covid.html","Thursday, 30 April 2020 23:58:43 +0000",,,
"app","ENG","papel cero a través de su app.. . En cuanto a las","abc","https://www.abc.es/economia/abci-coronavirus-carrefour-vendera-mascarillas-todos-centros-madrid-partir-este-sabado-202004251343_noticia.html","Saturday, 25 April 2020 13:43:24 +0200",,,
"app","ENG","appCensus.  La app StopCovid19 no solo no","elpais","https://elpais.com/tecnologia/2020-04-19/el-peligro-de-las-apps-la-generalitat-emplea-una-empresa-de-marketing-en-su-aplicacion-contra-el-coronavirus.html","Sunday, 19 April 2020 22:30:43 +0000",,,
"app","ENG","intención de Francia de lanzar una app cuyos datos se centralicen en los","eldiario","https://www.eldiario.es/tecnologia/confianza-importante-Alemania-tecnologia-post-confinameinto_0_1021198049.html","Monday, 27 April 2020 22:05:45 +0200",,,
"app","ENG","papel cero a través de su app.. . En cuanto a las","elconfidencial","https://www.elconfidencial.com/empresas/2020-04-25/mascarillas-carrefour-coronavirus-supermercados_2566087/","Saturday, 25 April 2020 11:30:00 +0200",,,
"app","ENG","Apple no permiten que una app que no esté activa use","elpais","https://elpais.com/tecnologia/2020-04-23/francia-pide-a-apple-y-google-que-limiten-la-privacidad-de-los-usuarios-para-crear-su-app-de-rastreo.html","Friday, 24 April 2020 08:20:04 +0000",,,
"app","ENG","», la «app» planificada advertiría a","abc","https://www.abc.es/tecnologia/redes/abci-francia-pide-google-y-apple-faciliten-trabajo-contra-coronavirus-202004211907_noticia.html","Tuesday, 21 April 2020 19:07:45 +0200",,,
"app","ENG","sus datos. La nueva app de rastreo notifica por SMS","elpais","https://elpais.com/tecnologia/2020-04-27/la-nueva-app-de-noruega-para-rastrear-el-coronavirus-no-gusta-a-los-expertos.html","Tuesday, 28 April 2020 13:57:41 +0000",,,
"app","ENG","dispositivos a la «app» que está desarrollando","abc","https://www.abc.es/tecnologia/redes/abci-francia-pide-google-y-apple-faciliten-trabajo-contra-coronavirus-202004211907_noticia.html","Tuesday, 21 April 2020 19:07:45 +0200",,,
"app","ENG","para lanzar una app de rastreo de","elconfidencial","https://www.elconfidencial.com/espana/2020-04-19/pedro-sanchez-sexta-conferencia-presidentes-liquidez_2555840/","Sunday, 19 April 2020 11:20:00 +0200",,,
"app","ENG","para los países europeos. Una app de rastreo de contagios parece una","elpais","https://elpais.com/tecnologia/2020-04-23/francia-pide-a-apple-y-google-que-limiten-la-privacidad-de-los-usuarios-para-crear-su-app-de-rastreo.html","Thursday, 23 April 2020 22:33:29 +0000",,,
"app","ENG","o ciudad, la app y Mubiquo ya están","elpais","https://elpais.com/tecnologia/2020-04-19/el-peligro-de-las-apps-la-generalitat-emplea-una-empresa-de-marketing-en-su-aplicacion-contra-el-coronavirus.html","Sunday, 19 April 2020 22:30:43 +0000",,,
"app","ENG","efectivo en la app y las botellas","elmundo","https://www.elmundo.es/motor/2020/04/21/5e9eb4aafdddffa5128b45e8.html","Tuesday, 21 April 2020 12:43:51 +0200",,,
"app","ENG","telecomunicaciones fue por Graniot una app de monitorización geoespacial para los","elconfidencial","https://www.elconfidencial.com/sociedad/2020-04-30/se-necesitan-temporeros-una-web-recopila-las-ofertas-de-trabajo-del-campo_2572296/","Thursday, 30 April 2020 05:00:00 +0200",,,
"app","ENG","esta limitación, para usar la app francesa habría que tener la pantalla","elpais","https://elpais.com/tecnologia/2020-04-23/francia-pide-a-apple-y-google-que-limiten-la-privacidad-de-los-usuarios-para-crear-su-app-de-rastreo.html","Thursday, 23 April 2020 22:33:29 +0000",,,
"app","ENG","Australia acaba de sacar una app centralizada y también tiene pinta de","eldiario","https://www.eldiario.es/tecnologia/confianza-importante-Alemania-tecnologia-post-confinameinto_0_1021198049.html","Monday, 27 April 2020 22:05:45 +0200",,,
"app","ENG","la calle es una app que ayude a rastrear","elpais","https://elpais.com/tecnologia/2020-04-20/la-guerra-de-la-app-de-rastreo-del-virus-investigadores-y-gobiernos-europeos-compiten-por-su-opcion.html","Monday, 20 April 2020 20:45:57 +0000",,,
"app","ENG","temporalmente la cuenta desde la «app». 2.-. Toca tu","abc","https://www.abc.es/tecnologia/consultorio/abci-como-borrar-cuenta-instagram-pero-conservando-fotos-202004290154_noticia.html","Wednesday, 29 April 2020 01:54:31 +0200",,,
"app","ENG","a través de la app, identificando el perfil","elconfidencial","https://www.elconfidencial.com/tecnologia/2020-04-21/estafa-whatsapp-agentes-policia_2559391/","Tuesday, 21 April 2020 14:13:00 +0200",,,
"app","ENG","Cada usuario que descargue una app nacional o dé permiso a","elpais","https://elpais.com/tecnologia/2020-04-24/apple-y-google-permitiran-que-su-sistema-de-rastreo-funcione-sin-que-los-usuarios-descarguen-una-app.html","Friday, 24 April 2020 16:38:51 +0000",,,
"app","ENG","voluntaria [la app], pero","elconfidencial","https://www.elconfidencial.com/economia/2020-04-21/entrevista-vestager-coronavirus-rescate-empresas_2557859/","Tuesday, 21 April 2020 05:00:00 +0200",,,
"app","ENG","el lanzamiento de una app móvil Facebook ultima","elpais","https://elpais.com/tecnologia/2020-04-20/facebook-apuesta-por-los-videojuegos-con-el-lanzamiento-de-una-app-movil.html","Monday, 20 April 2020 09:06:27 +0000",,,
