"borrowing","lemma","lang","context","newspaper","url","date","section","start_token","end_token"
"advisory debt","advisory debt","ENG","Banking' de Santander en España ostenta el liderazgo en asesoramiento de deuda ( 'advisory debt' ) en el sector de renovables, con 1.500 millones de euros atribuidos,","eldiario","https://www.eldiario.es/edcreativo/apoya-banco-santander-empresas-apuestan-economia-verde_1_8244690.html","Thursday, 26 August 2021","portada","786","788"
"affair","affair","ENG",", reconoció. Cabe señalar que, además, Couto aseguró haber tenido un 'affair' con Kiko Jiménez en una ocasión, aunque él lo negó.. . Jiménez","20minutos","https://www.20minutos.es/noticia/4803521/0/cristini-couto-tras-desvelar-su-relacion-con-cristian-suescun-maite-galdeano-y-sofia-me-dan-miedo/","Saturday, 28 August 2021","television","254","255"
"affaire","affaire","ENG","con un tema fuerte en portada. Ahí va: Felipe González tiene un 'affaire' con Merry Martínez-Bordiú. El Felipe González presidente de 1986. La","elconfidencial","https://www.elconfidencial.com/cultura/2021-08-12/viejo-periodista-cordoba-libros_3217167/","Thursday, 12 August 2021","cultura","46","47"
"affaire","affaire","ENG","historia de una doctora que empieza a sospechar que su marido está teniendo un 'affaire', después de encontrar un pelo rubio en su bufanda. La producción está","elmundo","https://www.elmundo.es/television/series/2021/08/16/61197b14fc6c83076e8b4604.html","Monday, 16 August 2021","television","510","511"
"affront","affront","ENG",". Para muchos alemanes, amantes de sus coches, ha significado un verdadero ""affront"", debido a que en las autopistas del país no existe un límite de","eldiario","https://www.eldiario.es/opinion/tribuna-abierta/alemania-riada-siglo-cambio-climatico-elecciones-generales_129_8206362.html","Monday, 09 August 2021","portada","1513","1514"
"after show","after show","ENG","temporada el lunes 30 de agosto con un importante cambio en su horario: el after show se emitía por la noche pero, de ahora en adelante, los suscriptores de","eldiario","https://vertele.eldiario.es/noticias/sobrevivire-temporada-mitele-plus-nuevos-colaboradores-carla-vigo-sobrina-reina_1_8252650.html","Friday, 27 August 2021","television","57","59"
"after show","after show","ENG","de nuevos comentaristas, influencers, tiktokers e instagramers.. . Además, el 'after show' mantendrá su sello otorgado por su presentadora, Nagore Robles, con un tono","eldiario","https://vertele.eldiario.es/noticias/sobrevivire-temporada-mitele-plus-nuevos-colaboradores-carla-vigo-sobrina-reina_1_8252650.html","Friday, 27 August 2021","television","315","317"
"afterparties","afterparty","ENG","algo hemos aprendido no solo de los eventos relacionados con la moda y de las afterparties de los desfiles, sino también de los realities protagonizados por personajes pudientes, es","elconfidencial","https://www.vanitatis.elconfidencial.com/estilo/moda/2021-08-05/cumpleanos-louis-vuitton-200-anos_3218223/","Thursday, 05 August 2021","moda","24","25"
"afters","after","ENG","electrónica y sobre todo posteriormente de la 'makina', se convirtieron en 'afters' y cambiaron de manos y de nombre. De esa escena salió 'El","eldiario","https://www.eldiario.es/catalunya/viaje-esqueletos-grandes-discotecas-fiesta-degradacion-pleitos-urbanisticos_130_8131066.html","Saturday, 14 August 2021","portada","1639","1640"
"aftersun","aftersun","ENG",", tampoco lo estaremos por fuera"", puntualiza Navarro.. . Por qué usar aftersun, el garante del bronceado duradero. . Del aftersun hay quienes dicen que es poco","elmundo","https://www.elmundo.es/yodona/belleza/2021/08/24/6123a42afc6c834f1a8b462f.html","Tuesday, 24 August 2021","portada","561","562"
"afterwork","afterwork","ENG","como un punto de encuentro idea para pasar la tarde con unas copas de 'afterwork', con opción de alargarlas hasta la cena. Dirección: Avenida de Bruselas","elmundo","https://www.elmundo.es/metropoli/gastronomia/2021/08/22/611f6d37fdddffd2258b4619.html","Sunday, 22 August 2021","portada","181","182"
"afterwork","afterwork","ENG",", que cada vez vamos ampliando. Ahora hay un pico fuerte entre el 'afterwork' y el 'tardeo' y confiamos mucho en la noche cuando se eliminen","elmundo","https://www.elmundo.es/metropoli/otros-planes/2021/08/31/61289c22e4d4d80b4e8b45d0.html","Tuesday, 31 August 2021","portada","223","224"
"air time","air time","ENG","'stories' desde la montaña rusa y experimentar la gravedad negativa, el 'air time.' Entras en el 'looping', te despegas de tu asiento y","elpais","https://elpais.com/revista-de-verano/2021-08-07/el-verano-de-la-clase-media.html","Saturday, 07 August 2021","portada","679","681"
"airs de cour","airs de cour","OTHER","más pruebas? Sin el despliegue instrumental de otras ocasiones, y con diversos 'airs de cour' como eje, se trataba de un programa corto y sin intermedio (gestado","elpais","https://elpais.com/cultura/2021-08-31/la-retorica-musical-alza-su-voz-en-utrecht.html","Tuesday, 31 August 2021","cultura","3026","3029"
"alcohol-free","alcohol-free","ENG","esta bebida, que ha sido sustituida por cócteles frutales que bien podrían ser ‘alcohol-free’. Otro detalle a tener en cuenta es que Jenner acostumbra a subir vídeos","elconfidencial","https://www.vanitatis.elconfidencial.com/estilo/moda/2021-08-13/senales-looks-posible-embarazo-kylie-jenner_3230114/","Friday, 13 August 2021","moda","1007","1010"
"alcolock","alcolock","ENG",". . BLOQUEO POR ALCOHOL DEL VEHÍCULO. . No supone montar un aparato como los 'alcolock' que ya llevan años en el mercado de accesorios e impiden arrancar el vehículo","elmundo","https://www.elmundo.es/motor/2021/08/29/6128c011fdddffe2b98b45b4.html","Sunday, 29 August 2021","motor","628","629"
"aliens","alien","ENG","Un 'viajero del tiempo' señala cuándo llegarán los 'aliens' por primera vez a la Tierra. Uno de los grandes sueños de la","elconfidencial","https://www.elconfidencial.com/alma-corazon-vida/2021-08-16/viajero-tiempo-fecha-aliens-llegaran-a-la-tierra_3226659/","Monday, 16 August 2021","gente","11","12"
"all in","all in","ENG","de la historia con un sueldo galáctico.. . Veremos si Florentino hace un ‘all in’ y el 31 por la noche, la historia dice que nunca antes,","20minutos","https://www.20minutos.es/opinion/mbappe-las-cartas-boca-arriba-20210825-4801309/","Wednesday, 25 August 2021","opinion","385","387"
"all-around","all-around","ENG","dos: el oro en salto y la plata en la competencia completa ( 'all-around' ). Mientras, en otros países como Ecuador o República Dominicana, las","elpais","https://elpais.com/deportes/juegos-olimpicos/2021-08-12/las-mujeres-latinoamericanas-alcanzaron-su-record-de-medallas-olimpicas-en-tokio.html","Thursday, 12 August 2021","deporte","308","311"
"amateurs","amateur","ENG","el estilo de otros fotógrafos”.. . ¿Y qué hay de los 'amateurs' ? ¿Nos mueven las mismas cosas que a los profesionales a la hora","elpais","https://elpais.com/icon/cultura/2021-08-23/otra-vez-una-pared-de-ladrillo-las-imagenes-que-mas-de-200-fotografos-querrian-no-ver-nunca-mas.html","Monday, 23 August 2021","portada","1688","1689"
"amber watchlist","amber watchlist","ENG","por un lado, una nueva categoría, conocida como ámbar bajo vigilancia ( 'amber watchlist', en inglés), según publicó el lunes el diario 'The Times","elpais","https://elpais.com/economia/2021-08-03/la-amenaza-de-nuevas-restricciones-britanicas-extiende-el-pesimismo-al-sector-turistico-espanol.html","Tuesday, 03 August 2021","economia","589","591"
"amenities","amenity","ENG","son cosas de pobretones. Estábamos en mi cuarto. Veo de pasada las 'amenities' de Hermès, los chocolates belgas y la fruta de cortesía. Pero no","elpais","https://elpais.com/revista-de-verano/2021-08-04/infiltrada-en-el-hotelazo.html","Wednesday, 04 August 2021","portada","782","783"
"amour fou","amour fou","ENG","Manhattan' (1946, traducción de Núria Petit) es una historia de 'amour fou', una novela nocturna sobre la insatisfacción y la fuerza del deseo ambientada en","elpais","https://elpais.com/revista-de-verano/2021-08-28/mision-casi-imposible-sacar-de-la-sombra-a-georges-simenon.html","Saturday, 28 August 2021","cultura","1200","1202"
"animal print","animal print","ENG","la marca ‘Elina Linardaki’.. . Seguidora de tendencias: cuadros vichy y animal print. . Abandonando los estilismos monocromáticos, Eugenia Osborne es una gran apasionada del mundo de","elconfidencial","https://www.vanitatis.elconfidencial.com/estilo/moda/2021-08-24/estilo-armario-eugenia-osborne-vestidos_3236482/","Tuesday, 24 August 2021","moda","335","337"
"animal print","animal print","ENG","vichy y unos divertidos volantes como mangas.. . Tampoco quiso perderse la fiebre del animal print y se lanzó con este atrevido modelo de cebra. El diseño ‘Allegra’","elconfidencial","https://www.vanitatis.elconfidencial.com/estilo/moda/2021-08-24/estilo-armario-eugenia-osborne-vestidos_3236482/","Tuesday, 24 August 2021","moda","463","465"
"animal print","animal print","ENG","Este vestido de Mango defiende el animal print como tendencia de verano. Cada temporada tiene sus típicos clichés de estilo de los","elconfidencial","https://www.vanitatis.elconfidencial.com/estilo/moda/2021-08-07/vestido-animal-print-mango-midi-moda-verano_3179976/","Saturday, 07 August 2021","moda","6","8"
"animal print","animal print","ENG","precisamente en este apartado donde hemos alucinado con el espectacular vestido lencero con estampado de animal print que nos ha dejado sin palabras. Inmediatamente, hemos pensado que sería un look","elconfidencial","https://www.vanitatis.elconfidencial.com/estilo/moda/2021-08-07/vestido-animal-print-mango-midi-moda-verano_3179976/","Saturday, 07 August 2021","moda","120","122"
"animal print","animal print","ENG","mezcla algodón y elastano en su trama, este nuevo minivestido destaca tanto por su animal print de cebra en marrón y beige, precisamente una de las grandes apuestas de las","elconfidencial","https://www.vanitatis.elconfidencial.com/estilo/moda/2021-08-03/paula-echevarria-looks-asequibles-marbella_3213352/","Tuesday, 03 August 2021","moda","602","604"
"animal print","animal print","ENG",", dispara y da justo en el blanco con un modelo camisero que reivindica el animal print como tendencia de verano.. . Concretamente, se trata de una prenda confeccionada en","elconfidencial","https://www.vanitatis.elconfidencial.com/estilo/moda/2021-08-17/vestido-camisero-animal-print-mango_3228199/","Tuesday, 17 August 2021","moda","248","250"
"animal print","animal print","ENG","La falda 'animal print' es el nuevo básico de tu armario de verano, palabra de expertas. ","elconfidencial","https://www.vanitatis.elconfidencial.com/estilo/moda/2021-08-29/falda-animal-print-basico-verano-looks-expertas_3209536/","Sunday, 29 August 2021","moda","3","5"
"animal print","animal print","ENG","este diseñador y estilista venerado por los reyes del trap gracias a su uso del animal print, los logos gigantescos, los tonos neón y las piezas deconstruidas.. . Wasi","elconfidencial","https://www.vanitatis.elconfidencial.com/estilo/moda/2021-08-22/las-marcas-que-visten-a-la-gente-bien-en-latinoamerica_3207671/","Sunday, 22 August 2021","moda","1206","1208"
"anime","anime","ENG","el japonés Takao Kato, veterano guionista y director de series y películas de 'anime,' conformando así esa peculiar mezcla de agobio, explosividad, subidón de adrenalina","elpais","https://elpais.com/cultura/2021-08-13/escape-room-2-mueres-por-salir-desigual-penalidad-por-etapas.html","Friday, 13 August 2021","cultura","106","107"
"announce","announce","ENG","último fichaje del Elche con su particular estilo: ""Va a haber un 'announce'"". Se ha convertido en uno de los imprescindibles de cada mañana en","20minutos","https://www.20minutos.es/deportes/noticia/4799486/0/video-angel-martin-fichaje-elche-omar-mascarell/","Monday, 23 August 2021","deporte","19","20"
"announce","announce","ENG","es que el Elche va a fichar a alguien. Va a haber un 'announce', que es lo que se dice. No es relleno, porque hay","20minutos","https://www.20minutos.es/deportes/noticia/4799486/0/video-angel-martin-fichaje-elche-omar-mascarell/","Monday, 23 August 2021","deporte","139","140"
"announce","announce","ENG","me habéis molestado para esta mierda... Pero bueno, que va a haber 'announce'"", remata.. . Horas después se confirmó el fichaje misterioso: Omar","20minutos","https://www.20minutos.es/deportes/noticia/4799486/0/video-angel-martin-fichaje-elche-omar-mascarell/","Monday, 23 August 2021","deporte","232","233"
"anti-morning show","anti-morning show","ENG","giro radical al 'prime time' con dos jóvenes cómicos y presenta un ""anti-morning show"". Eva Soriano, conocida por programas como 'Las que faltaban',","20minutos","https://www.20minutos.es/noticia/4802386/0/eva-soriano-e-iggy-rubin-se-pone-al-frente-del-nuevo-programa-matinal-de-europa-fm-cuerpos-especiales/","Thursday, 26 August 2021","cultura","88","92"
"app","app","ENG","Cabify.. . La integración de los servicios de micromovilidad eléctrica de Movo en la app de Cabify lleva funcionando 2 años, en los que los usuarios de Cabify han","elconfidencial","https://www.elconfidencial.com/economia/2021-08-09/directo-economico-empresas-mercados_3222964/","Monday, 09 August 2021","economia","2086","2087"
"app","app","ENG","en fase de lanzamiento para ampliar su cartera de anfitriones. A estos, la app les ofrece grandes beneficios. Al entrar a formar parte de la comunidad Liiffe,","20minutos","https://www.20minutos.es/tecnologia/aplicaciones/nace-liiffe-la-app-que-permite-a-los-viajeros-descubrir-destinos-a-traves-de-la-vida-de-otras-personas-4796817/","Saturday, 21 August 2021","portada","343","344"
"app","app","ENG","el caso de Andalucía, se puede descargar a través de ClicSalud+, de la app Salud Andalucía o en los propios centros de salud.. . Nuevas medidas en residencias","20minutos","https://www.20minutos.es/noticia/4783398/0/andalucia-certificado-covid-test-negativo-ocio-nocturno/","Monday, 02 August 2021","portada","286","287"
"app","app","ENG","lado, piden a los usuarios que registren sus resultados para documentar que la 'app' tiene resultados óptimos o no.. . Si estas aplicaciones tienen éxito, se","20minutos","https://www.20minutos.es/tecnologia/aplicaciones/asi-es-como-las-aplicaciones-podrian-mejorar-nuestra-salud-para-ayudarnos-a-prevenir-enfermedades-4795127/","Tuesday, 17 August 2021","tecnologia","192","193"
"app","app","ENG","informado con las últimas novedades climáticas mediante y vídeos, y podrás personalizar la 'app' a tu gusto.. . Su descarga es plenamente gratuita y la puedes obtener","20minutos","https://www.20minutos.es/tecnologia/aplicaciones/cuatro-apps-para-saber-hasta-cuando-durara-la-ola-de-calor-y-aprender-a-evitar-las-altas-temperaturas-4792143/","Friday, 13 August 2021","tecnologia","196","197"
"app","app","ENG","la puedes obtener para tu móvil Android e iOS.. . 1Weather. . La 'app' se puede personalizar gracias a sus diferentes tarjetas que se podrán según las preferencias","20minutos","https://www.20minutos.es/tecnologia/aplicaciones/cuatro-apps-para-saber-hasta-cuando-durara-la-ola-de-calor-y-aprender-a-evitar-las-altas-temperaturas-4792143/","Friday, 13 August 2021","tecnologia","224","225"
"app","app","ENG","se salten parte del vídeo hasta la parte que quieren vislumbrar. Asimismo, la app para móviles comenzará a aplicar secuencias completas de los vídeos sin necesidad de abrirlos.","20minutos","https://www.20minutos.es/tecnologia/aplicaciones/youtube-implementa-nuevas-funciones-para-facilitar-las-busquedas-de-videos-a-los-usuarios-4796820/","Thursday, 19 August 2021","tecnologia","229","230"
"app","app","ENG","las aportaciones en tiempo real que proporcionan los usuarios, sin embargo, la 'app' no está enfocada al mercado español, por lo que tendrás que cambiar de","20minutos","https://www.20minutos.es/tecnologia/aplicaciones/cuatro-apps-para-saber-hasta-cuando-durara-la-ola-de-calor-y-aprender-a-evitar-las-altas-temperaturas-4792143/","Friday, 13 August 2021","tecnologia","357","358"
"app","app","ENG","filtros usarán para verse así de geniales en sus cuentas de Instagram.. . La app social Peoople, que almacena las recomendaciones de más de 10.000 influencers en todo el","20minutos","https://www.20minutos.es/tecnologia/aplicaciones/cuales-son-las-apps-de-edicion-de-fotografia-mas-recomendadas-por-los-influencers-espanoles-4791668/","Saturday, 14 August 2021","tecnologia","49","50"
"app","app","ENG","Cabify.. . La integración de los servicios de micromovilidad eléctrica de Movo en la app de Cabify lleva funcionando 2 años, en los que los usuarios de Cabify han","elconfidencial","https://www.elconfidencial.com/empresas/2021-08-09/cabify-absorbe-movo-y-sus-mas-de-2-100-vehiculos-en-madrid-barcelona-y-malaga_3223000/","Monday, 09 August 2021","economia","69","70"
"app","app","ENG","tercio del total de viajes en motos y patinetes de Movo se solicitan desde la app de Cabify, un porcentaje que ha llegado a alcanzar el 40% durante algunas","elconfidencial","https://www.elconfidencial.com/empresas/2021-08-09/cabify-absorbe-movo-y-sus-mas-de-2-100-vehiculos-en-madrid-barcelona-y-malaga_3223000/","Monday, 09 August 2021","economia","122","123"
"app","app","ENG","durante las próximas semanas, pero la compañía fomentará que utilicen sus vehículos desde la app de Cabify, ya que la aplicación de Movo desaparecerá próximamente.. . Para impulsar","elconfidencial","https://www.elconfidencial.com/empresas/2021-08-09/cabify-absorbe-movo-y-sus-mas-de-2-100-vehiculos-en-madrid-barcelona-y-malaga_3223000/","Monday, 09 August 2021","economia","188","189"
"app","app","ENG","están también entre las preferidas.. . Unfold – Story Creator. . Peoople. . Esta app, una de las favoritas para los influencers, ofrece un kit de herramientas para","20minutos","https://www.20minutos.es/tecnologia/aplicaciones/cuales-son-las-apps-de-edicion-de-fotografia-mas-recomendadas-por-los-influencers-espanoles-4791668/","Saturday, 14 August 2021","tecnologia","244","245"
"app","app","ENG","diferencia de que el acceso a estos vehículos se realizará exclusivamente a través de la app de Cabify.. . En total, Movo cuenta con más de 2.100 vehículos de","elconfidencial","https://www.elconfidencial.com/empresas/2021-08-09/cabify-absorbe-movo-y-sus-mas-de-2-100-vehiculos-en-madrid-barcelona-y-malaga_3223000/","Monday, 09 August 2021","economia","291","292"
"app","app","ENG","confirman, se señalan o incluso se adelantan al minuto gracias a una pequeña 'app' nacida hace más de una década en Suecia, que genera más de 20","elconfidencial","https://www.elconfidencial.com/tecnologia/2021-08-25/flightradar-origen-kabul-evacuacion-cielos-aviones_3248590/","Wednesday, 25 August 2021","tecnologia","301","302"
"app","app","ENG","de la misma forma que hasta ahora, pero únicamente disponibles a través de la app de Cabify.","elconfidencial","https://www.elconfidencial.com/empresas/2021-08-09/cabify-absorbe-movo-y-sus-mas-de-2-100-vehiculos-en-madrid-barcelona-y-malaga_3223000/","Monday, 09 August 2021","economia","342","343"
"app","app","ENG","originales gracias a sus más de 250 plantillas. “, María Pombo usa esta app para hacer este tipo de stories en IG y poner esos marcos que a sus","20minutos","https://www.20minutos.es/tecnologia/aplicaciones/cuales-son-las-apps-de-edicion-de-fotografia-mas-recomendadas-por-los-influencers-espanoles-4791668/","Saturday, 14 August 2021","tecnologia","279","280"
"app","app","ENG","de Benedetto, su flamante fichaje, desde Marsella. Además, esta misma 'app' también ha ayudado en investigaciones internacionales como la del vuelo 9268 de Metrojet (","elconfidencial","https://www.elconfidencial.com/tecnologia/2021-08-25/flightradar-origen-kabul-evacuacion-cielos-aviones_3248590/","Wednesday, 25 August 2021","tecnologia","448","449"
"app","app","ENG","ha iniciado, incluyendo los procesos de contratación y el lanzamiento de la nueva 'app' para el modelo inédito, que sigue los criterios establecidos por la sentencia del","eldiario","https://www.eldiario.es/catalunya/protesta-riders-dudosa-adaptacion-glovo-nueva-ley-obligan-competir-cobrar_1_8223539.html","Monday, 16 August 2021","portada","1199","1200"
"app","app","ENG","Alertas para evitar a los talibanes: una 'app' avisa de peligros en tiempo real en Kabul. La aplicación nació en 2020","elconfidencial","https://www.elconfidencial.com/tecnologia/2021-08-24/app-alertas-en-tiempo-real-afganos-ehtesab_3248238/","Tuesday, 24 August 2021","tecnologia","9","10"
"app","app","ENG","por la mayoría de los influencers, tal y como asegura Pombo: “la app por excelencia, aunque he comprado muchos filtros”. Víctor Pérez o Lucía Bellido","20minutos","https://www.20minutos.es/tecnologia/aplicaciones/cuales-son-las-apps-de-edicion-de-fotografia-mas-recomendadas-por-los-influencers-espanoles-4791668/","Saturday, 14 August 2021","tecnologia","381","382"
"app","app","ENG","que detenerse por un aumento en el flujo de informes a través de su 'app'. “Los talibanes han entrado en Arghandi, distrito de Paghman. Puerta","elconfidencial","https://www.elconfidencial.com/tecnologia/2021-08-24/app-alertas-en-tiempo-real-afganos-ehtesab_3248238/","Tuesday, 24 August 2021","tecnologia","198","199"
"app","app","ENG","entre muchos otros, también la incluyen entre sus recomendaciones.. . Puedes descargarte la app de VSCO en Android e iOS.. . Tezza. . Con Tezza es posible hacer","20minutos","https://www.20minutos.es/tecnologia/aplicaciones/cuales-son-las-apps-de-edicion-de-fotografia-mas-recomendadas-por-los-influencers-espanoles-4791668/","Saturday, 14 August 2021","tecnologia","413","414"
"app","app","ENG","sobre lo que está sucediendo en todo el país”, declara la propia 'app' en una web de recaudación de fondos en la que ya suma más de","elconfidencial","https://www.elconfidencial.com/tecnologia/2021-08-24/app-alertas-en-tiempo-real-afganos-ehtesab_3248238/","Tuesday, 24 August 2021","tecnologia","589","590"
"app","app","ENG","It. . Huji Cam es una original herramienta para los nostálgicos. Al abrir la app, una interfaz simula una cámara 'de usar y tirar', como la","20minutos","https://www.20minutos.es/tecnologia/aplicaciones/cuales-son-las-apps-de-edicion-de-fotografia-mas-recomendadas-por-los-influencers-espanoles-4791668/","Saturday, 14 August 2021","tecnologia","524","525"
"app","app","ENG","oficinas. “Necesitamos urgentemente una aclaración sobre las protecciones para iniciativas como la 'app' Ehtesab. Trabajamos las veinticuatro horas del día para examinar la seguridad verificable,","elconfidencial","https://www.elconfidencial.com/tecnologia/2021-08-24/app-alertas-en-tiempo-real-afganos-ehtesab_3248238/","Tuesday, 24 August 2021","tecnologia","651","652"
"app","app","ENG",". . Puedes descargarte Huji Cam tanto en Android como iOS.. . Snapseed. . La app cuenta con 29 herramientas y filtros: Quitamanchas, Pincel, Estructura, Perspectiva…","20minutos","https://www.20minutos.es/tecnologia/aplicaciones/cuales-son-las-apps-de-edicion-de-fotografia-mas-recomendadas-por-los-influencers-espanoles-4791668/","Saturday, 14 August 2021","tecnologia","588","589"
"app","app","ENG","la mayor parte de estos ‘ataques’ se han producido a través de esta app, que se ha convertido en la plataforma líder para este tipo de usuarios.","elconfidencial","https://www.elconfidencial.com/mercados/2021-08-04/robinhood-se-dispara-hasta-un-85-en-solo-dos-dias_3217240/","Wednesday, 04 August 2021","economia","281","282"
"app","app","ENG","'. . ""Desde hoy se va a modificar la estructura de multiplicadores de la app, dejando únicamente los multiplicadores desde 1,0 a 1,3"", recoge un correo electrónico","eldiario","https://www.eldiario.es/economia/glovo-modifica-nuevo-sistema-pago-baja-mensajeros-protestas-riders_1_8228042.html","Wednesday, 18 August 2021","economia","218","219"
"app","app","ENG","descargarte Snapseed tanto en Android como iOS.. . Uptoddown. . Touch Retouch. . Esta app de retoque fotográfico permite eliminar objetos e imperfecciones para mejorar las imágenes. Es una","20minutos","https://www.20minutos.es/tecnologia/aplicaciones/cuales-son-las-apps-de-edicion-de-fotografia-mas-recomendadas-por-los-influencers-espanoles-4791668/","Saturday, 14 August 2021","tecnologia","678","679"
"app","app","ENG","que llamó al servicio de atención al cliente al no poder hacerlo en su 'app'. En la tercera conversación, la persona que le atendió le explicó que","elconfidencial","https://blogs.elconfidencial.com/espana/el-confidente/2021-08-20/ing-twitter-tormenta-criticas-cliente_3238554/","Friday, 20 August 2021","blogs","223","224"
"app","app","ENG","que recomiendan los famosos streamers españoles. Por el Día Mundial del Videojuego, la app de recomendaciones Peoople, con más de 28 millones de usuarios en todo el mundo","20minutos","https://www.20minutos.es/tecnologia/moviles-dispositivos/dia-del-videojuego-los-10-videojuegos-que-recomiendan-los-famosos-streamers-espanoles-4802793/","Sunday, 29 August 2021","portada","22","23"
"app","app","ENG",".. . En el listado también se encuentran propuestas como ampliar las funcionalidades de la app RTVE Play (18,5 millones de euros), resolver las carencias de infraestructura y","eldiario","https://vertele.eldiario.es/noticias/rtve-plan-spain-hub-audiovisual-proyectos_1_8215822.html","Thursday, 12 August 2021","television","521","522"
"app","app","ENG","a quedar tu perfil antes de subirla”, comenta Dulceida en Peoople sobre la app 'Preview'.. . Por su parte, Señor Zeta habla de la app","20minutos","https://www.20minutos.es/tecnologia/aplicaciones/cuales-son-las-apps-de-edicion-de-fotografia-mas-recomendadas-por-los-influencers-espanoles-4791668/","Saturday, 14 August 2021","tecnologia","804","805"
"app","app","ENG","app 'Preview'.. . Por su parte, Señor Zeta habla de la app Kamon: “Es parecido a HUJI, pero esta te deja elegir los defectos","20minutos","https://www.20minutos.es/tecnologia/aplicaciones/cuales-son-las-apps-de-edicion-de-fotografia-mas-recomendadas-por-los-influencers-espanoles-4791668/","Saturday, 14 August 2021","tecnologia","819","820"
"app","app","ENG","será el principal beneficiado por la salida de Deliveroo de España, según revela la app de finanzas personales Fintonic, que ha resaltado que el anunciado cese de la actividad","elconfidencial","https://www.elconfidencial.com/empresas/2021-08-03/la-salida-de-deliveroo-de-espana-tendra-un-principal-beneficiado-glovo_3214984/","Tuesday, 03 August 2021","economia","29","30"
"app","app","ENG","Cómo consultar los terremotos que se producen en España: la app del Instituto Geográfico Nacional. Granada vivió, durante dos minutos, momentos realmente tensos","eldiario","https://www.eldiario.es/consumoclaro/consumo-digital/consultar-terremotos-producen-espana-app-instituto-geografico-nacional_1_8218126.html","Sunday, 15 August 2021","portada","11","12"
"app","app","ENG","produciendo uno: por eso, el Instituto Geográfico Nacional (IGN) ofrece una app para averiguarlo.. . La app, a pesar de que pueda ser poco conocida","eldiario","https://www.eldiario.es/consumoclaro/consumo-digital/consultar-terremotos-producen-espana-app-instituto-geografico-nacional_1_8218126.html","Sunday, 15 August 2021","portada","160","161"
